path,youtube_id,channel_slug,channel_url,host,guest,threads,class,dedup_action,target_prefix,needs_rename,notes
source-archive/statecraft/2025-11-21/source-dialogue-works-larry-johnson-larry-c-johnson-col-larry-wilkerson-the-warning-signs-are-clear-war-is-coming-2025-11-21.md,,,,Nima Alkhorshid,Larry C. Johnson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-11-28/source-dialogue-works-amb-chas-freeman-national-guard-shooting-israel-s-force-first-approach-failing-russia-ukraine-2025-11-28.md,,,,Dialogue Works,Amb. Chas Freeman,alkhorshid,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2025-11-28/source-dialogue-works-larry-c-johnson-col-larry-wilkerson-russia-ready-to-go-all-the-way-iran-slams-israel-2025-11-28.md,,dialogue-works,https://www.youtube.com/@DialogueWorks01/videos,Nima Alkhorshid,,alkhorshid,dw-solo,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-11-28/source-dialogue-works-ray-mcgovern-graham-e-fuller-ukraine-running-out-of-options-forced-peace-or-total-breakdown-2025-11-28.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Ray McGovern,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-11-30/source-dialogue-works-andrei-martyanov-russia-s-final-moves-as-everything-collapsing-2025-11-30.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Andrei Martyanov,alkhorshid,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2025-12-02/source-dialogue-works-lawrence-wilkerson-col-larry-wilkerson-red-alerts-everywhere-the-u-s-just-hit-a-point-of-no-return-2025-12-02.md,,,,Nima Alkhorshid,Col. Larry Wilkerson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-03/source-dialogue-works-martin-armstrong-where-is-america-headed-under-trump-is-this-ww3-2025-12-03.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Martin Armstrong,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-03/source-dialogue-works-scott-ritter-scott-ritter-putin-warns-europe-we-re-ready-right-now-2025-12-03.md,,,,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-04/source-dialogue-works-andrei-martyanov-russia-has-made-its-choice-wiping-out-every-threat-2025-12-04.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Andrei Martyanov,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-05/source-dialogue-works-amb-chas-freeman-israel-s-strategy-is-collapsing-eu-seems-paralyzed-ceding-the-future-to-china-2025-12-05.md,,dialogue-works,https://www.youtube.com/@DialogueWorks01/videos,Nima Alkhorshid,Chas Freeman,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-05/source-dialogue-works-larry-johnson-larry-c-johnson-col-larry-wilkerson-putin-hits-back-hard-calls-out-trump-eu-ukraine-s-future-2025-12-05.md,,,,Nima Alkhorshid,Larry C. Johnson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-06/source-dialogue-works-scott-ritter-putin-defies-trump-eu-cornered-as-ukraine-troops-collapse-scott-ritter-2025-12-06.md,,,,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2025-12-11/source-dialogue-works-andrei-martyanov-russia-s-game-over-strategy-is-now-live-2025-12-11.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Andrei Martyanov,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-12/source-dialogue-works-wilkerson-freeman-chain-reaction-2025-12-12.md,,,,Nima Alkhorshid,,freeman|wilkerson|alkhorshid,dw-solo,keep,source-dialogue-works,False,"opening:nima-host; spelling:display-name,speaker-label"
source-archive/statecraft/2025-12-14/source-dialogue-works-pepe-escobar-andrei-martyanov-alex-krainer-russia-strikes-us-recalculates-eu-draws-the-line-2025-12-14.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,"Pepe Escobar, Andrei Martyanov & Alex Krainer",alkhorshid,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2025-12-15/source-dialogue-works-larry-johnson-larry-c-johnson-russia-launches-largest-missile-drone-attack-yet-2025-12-15.md,,,,Nima Alkhorshid,Larry C. Johnson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-16/source-dialogue-works-lawrence-wilkerson-col-larry-wilkerson-the-alarms-are-blazing-red-the-u-s-is-heading-straight-into-this-2025-12-16.md,,,,Dialogue Works,Col. Larry Wilkerson,alkhorshid,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2025-12-19/source-dialogue-works-freeman-parsi-middle-east-you-knew-disappearing-2025-12-19.md,,,,Nima Alkhorshid,,freeman|parsi|alkhorshid,dw-solo,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-19/source-dialogue-works-scott-ritter-scott-ritter-russia-just-made-a-move-that-could-collapse-everything-2025-12-19.md,,,,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-21/source-dialogue-works-andrei-martyanov-its-over-russia-just-unleashed-oreshnik-final-phase-has-begun-2025-12-21.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Andrei Martyanov,alkhorshid,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2025-12-24/source-dialogue-works-scott-ritter-scott-ritter-this-is-how-it-all-collapses-russia-s-role-explained-2025-12-24.md,,,,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2025-12-29/source-dialogue-works-ray-mcgovern-did-russia-have-a-choice-2025-12-29.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Ray McGovern,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2025-12-30/source-dialogue-works-lawrence-wilkerson-col-larry-wilkerson-the-alarms-are-screaming-and-america-is-ignoring-it-2025-12-30.md,,,,Nima Alkhorshid,Col. Larry Wilkerson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-01-01/source-dialogue-works-andrei-martyanov-it-s-all-over-iran-russia-just-went-all-in-2026-01-01.md,9zqRNDWkiGU,dialogue-works,https://www.youtube.com/channel/UCkF-6h_Zgf9zXNUmUB-MzTw,Nima Alkhorshid,Andrei Martyanov,martyanov,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-01-02/source-dialogue-works-amb-chas-freeman-mohammad-marandi-trump-issues-warning-to-iran-tehran-fi-2026-01-02.md,ZTblriezXv0,dialogue-works,https://www.youtube.com/channel/UCkF-6h_Zgf9zXNUmUB-MzTw,Nima Alkhorshid,Chas Freeman & Mohammad Marandi,marandi,davis-guest,keep,source-daniel-davis-alkorshid,True,spelling:display-name
source-archive/statecraft/2026-01-02/source-dialogue-works-larry-c-johnson-col-larry-wilkerson-russia-iran-just-built-a-war-shield-2026-01-02.md,dqMTzR4vYek,dialogue-works,https://www.youtube.com/channel/UCkF-6h_Zgf9zXNUmUB-MzTw,Nima Alkhorshid,Larry C. Johnson & Col. Larry Wilkerson,johnson,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-01-06/source-dialogue-works-col-jacques-baud-the-world-is-entering-a-lawless-era-2026-01-06.md,-62UrB2Nyl0,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,baud,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-01-20/source-dialogue-works-helmer-two-fronts-collapsing-eu-greenland-ukraine-2026-01-20.md,,,,,John Helmer,alkhorshid,dw-host,keep,source-dialogue-works,False,"inverted-yaml; opening:nima-host; spelling:display-name,scaffold-title"
source-archive/statecraft/2026-01-22/source-dialogue-works-amb-chas-freeman-iran-vows-huge-response-to-us-israel-attack-2026-01-22.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Chas Freeman,alkhorshid,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2026-01-25/source-dialogue-works-crooke-systemic-collapse-explained-why-two-fronts-matter-2026-01-25.md,,dialogue-works,https://www.youtube.com/watch?v=IAKqyzQen04,Nima Alkhorshid,Alastair Crooke,alkhorshid,dw-host,keep,source-dialogue-works,False,"opening:nima-host; spelling:display-name,title"
source-archive/statecraft/2026-01-28/source-dialogue-works-andrei-martyanov-us-iran-war-about-to-break-out-2026-01-28.md,PB6wU2l1wv8,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Andrei Martyanov,martyanov,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2026-02-02/source-dialogue-works-col-jacques-baud-why-the-eu-is-failing-on-every-front-2026-02-02.md,3Q4PNfLiGv8,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,baud,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-03/source-dialogue-works-helmer-trump-reckless-strategy-hits-wall-2026-02-03.md,,,,,John Helmer,alkhorshid,dw-host,keep,source-dialogue-works,False,"inverted-yaml; opening:nima-host; spelling:display-name,scaffold-title"
source-archive/statecraft/2026-02-04/source-dialogue-works-scott-ritter-game-over-trump-s-iran-strategy-might-blow-up-and-start-a-r-2026-02-04.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-06/source-dialogue-works-amb-chas-freeman-negotiations-or-the-brink-of-all-out-war-2026-02-06.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Chas Freeman,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-10/source-dialogue-works-mohammad-marandi-larry-c-johnson-u-s-iran-on-the-brink-as-critical-negot-2026-02-10.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Seyed M. Marandi & Larry C. Johnson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-11/source-dialogue-works-scott-ritter-trump-in-major-trouble-china-russia-arm-iran-with-deadly-we-2026-02-11.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-15/source-dialogue-works-ray-mcgovern-two-fronts-one-war-trump-confronts-both-iran-russia-2026-02-15.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Ray McGovern,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-16/source-dialogue-works-col-jacques-baud-iran-goes-all-in-this-could-be-the-eu-s-biggest-blunder-yet-2026-02-16.md,0ZGC4Uswerk,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,baud,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-17/source-dialogue-works-helmer-kremlin-new-strategy-before-geneva-madness-middle-east-2026-02-17.md,,,,,John Helmer,alkhorshid,dw-host,keep,source-dialogue-works,False,"inverted-yaml; opening:nima-host; spelling:display-name,scaffold-title"
source-archive/statecraft/2026-02-17/source-dialogue-works-mohammad-marandi-iran-just-closed-the-strait-of-hormuz-wiped-out-iran-pl-2026-02-17.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Seyed M. Marandi,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-18/source-dialogue-works-scott-ritter-hormuz-blocked-iran-s-missile-fire-can-leave-the-us-navy-de-2026-02-18.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-19/source-dialogue-works-andrei-martyanov-iran-bombshell-hypersonic-missile-could-sink-us-navy-carrier-trump-warned-2026-02-19.md,7gT4A9FO7KQ,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Andrei Martyanov,martyanov,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-20/source-dialogue-works-crooke-trumps-final-gamble-iran-dares-to-strike-back-2026-02-20.md,,dialogue-works,https://www.youtube.com/watch?v=rSvsMr-wnq0,Nima Alkhorshid,Alastair Crooke,alkhorshid,dw-host,keep,source-dialogue-works,False,"opening:nima-host; spelling:display-name,title"
source-archive/statecraft/2026-02-23/source-dialogue-works-col-jacques-baud-the-west-s-strategic-failure-are-we-running-out-of-time-2026-02-23.md,A9NGwk5h7BI,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,baud,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-27/source-dialogue-works-amb-chas-freeman-emergency-diplomacy-oman-s-fm-flies-to-washington-to-av-2026-02-27.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Chas Freeman,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-02-27/source-dialogue-works-martin-armstrong-how-world-war-iii-begins-and-why-it-s-happening-now-2026-02-27.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Martin Armstrong,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-02/source-dialogue-works-jacques-baud-middle-east-on-fire-is-this-the-start-of-something-bigger-2026-03-02.md,0HZWfVt_Pjg,dialogue-works,,Dialogue Works,Jacques Baud,,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-02/source-dialogue-works-pepe-escobar-larry-c-johnson-us-israel-hit-tehran-iran-destroys-tel-aviv-hezbollah-now-joins-2026-03-02.md,X-MhSSLDibM,dialogue-works,,Dialogue Works,Pepe Escobar & Larry C. Johnson,,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-03/source-dialogue-works-helmer-china-russia-iran-war-nuclear-option-2026-03-03.md,,,,,John Helmer,alkhorshid,dw-host,keep,source-dialogue-works,False,"inverted-yaml; opening:nima-host; spelling:display-name,scaffold-title"
source-archive/statecraft/2026-03-03/source-dialogue-works-larry-wilkerson-us-warplanes-downed-tel-aviv-us-bases-rocked-by-missiles-2026-03-03.md,VSM5yjbYrbY,dialogue-works,,Dialogue Works,Col. Larry Wilkerson,,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-03/source-dialogue-works-mohammad-marandi-tehran-under-fire-israel-faces-obliteration-2026-03-03.md,EhBb6F7tPps,dialogue-works,,Dialogue Works,Mohammad Marandi,,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-04/source-dialogue-works-scott-ritter-iran-wins-the-long-war-us-israel-losing-ground-2026-03-04.md,MWlCgZMYqk8,dialogue-works,,Dialogue Works,Scott Ritter,,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-05/source-dialogue-works-andrei-martyanov-its-over-for-the-bases-radar-destroyed-f-15-fighters-sh-2026-03-05.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Andrei Martyanov,martyanov,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-06/source-dialogue-works-amb-chas-freeman-the-war-with-iran-is-breaking-everything-the-u-s-planne-2026-03-06.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Chas Freeman,freeman,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-06/source-dialogue-works-larry-c-johnson-col-larry-wilkerson-iran-wipes-out-huge-targets-explosio-2026-03-06.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Larry C. Johnson & Col. Larry Wilkerson,johnson,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-08/source-dialogue-works-ray-mcgovern-does-armageddon-loom-iran-comes-close-to-decimating-israel-in-the-coming-weeks-2026-03-08.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Ray McGovern,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-09/source-dialogue-works-col-jacques-baud-the-middle-east-just-changed-forever-2026-03-09.md,iYcnztEdjq0,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,baud,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-11/source-dialogue-works-scott-ritter-the-u-s-has-lost-and-is-trapped-in-the-iran-war-with-no-way-2026-03-11.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Scott Ritter,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-15/source-dialogue-works-ray-mcgovern-cia-attacks-tucker-carlson-iran-closer-to-obliterating-israel-in-weeks-then-what-2026-03-15.md,ldPsthjx8r0,dialogue-works,https://www.youtube.com/@NimaAlkhorshid,Dialogue Works,Ray McGovern,dialogue-works,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-15/source-dialogue-works-stanislav-krapivnik-iran-to-uae-evacuate-now-after-us-kharg-island-strike-2026-03-15.md,9GVD2vm0Z1A,dialogue-works,https://www.youtube.com/@NimaAlkhorshid,Dialogue Works,Stanislav Krapivnik,dialogue-works,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-16/source-dialogue-works-col-jacques-baud-the-strait-that-controls-the-world-economy-and-iran-knows-it-2026-03-16.md,LG53jJxWP_A,dialogue-works,https://www.youtube.com/@NimaAlkhorshid,Dialogue Works,Jacques Baud,dialogue-works,dw-host,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-16/source-dialogue-works-paul-craig-roberts-iran-is-winning-2026-03-16.md,1gy4eq8E1g8,dialogue-works,,Dialogue Works,Paul Craig Roberts,dialogue-works,dw-host,keep,source-dialogue-works,False,
source-archive/statecraft/2026-03-16/source-dialogue-works-pepe-escobar-larry-c-johnson-trump-is-losing-control-iran-wipes-out-strategic-military-targets-2026-03-16.md,7ROzzOkmHsY,dialogue-works,https://www.youtube.com/@NimaAlkhorshid,Dialogue Works,,dialogue-works,dw-solo,keep,source-dialogue-works,False,inverted-yaml; opening:nima-host
source-archive/statecraft/2026-03-17/source-dialogue-works-crooke-iran-was-ready-for-this-war-and-it-could-change-the-middle-east-forever-2026-03-17.md,,dialogue-works,https://www.youtube.com/watch?v=bfZMcqICySg,Nima Alkhorshid,Alastair Crooke,alkhorshid,dw-host,keep,source-dialogue-works,False,"opening:nima-host; spelling:display-name,title"
source-archive/statecraft/2026-03-17/source-dialogue-works-helmer-trump-furious-allies-reject-us-plan-escort-ships-hormuz-2026-03-17.md,,,,,John Helmer,alkhorshid,dw-host,keep,source-dialogue-works,False,"inverted-yaml; opening:nima-host; spelling:display-name,scaffold-title"
source-archive/statecraft/2026-03-19/source-dialogue-works-andrei-martyanov-iran-hits-us-f-35-massive-retaliation-after-isra-2026-03-19.md,Dp5FDSAgjiY,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Andrei Martyanov,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-20/source-dialogue-works-amb-chas-freeman-ground-troops-in-iran-this-could-collapse-netanyahu-s-s-2026-03-20.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Chas Freeman,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-20/source-dialogue-works-larry-johnson-col-wilkerson-second-f-35-down-iran-war-spirals-int-2026-03-20.md,O8nDFUPG0Hs,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Larry Johnson & Col. Wilkerson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-23/source-dialogue-works-col-jacques-baud-iran-s-billion-power-move-monetizing-the-wo-2026-03-23.md,w00jitzvnTM,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-23/source-dialogue-works-prof-ted-postol-israel-s-air-defense-in-total-collapse-2026-03-23.md,FOs4skvj5F8,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Prof. Ted Postol,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-24/source-dialogue-works-helmer-lavrov-sounds-alarm-us-israel-attack-regional-disaster-2026-03-24.md,,,,,John Helmer,alkhorshid,dw-host,keep,source-dialogue-works,False,"inverted-yaml; opening:nima-host; spelling:display-name,scaffold-title"
source-archive/statecraft/2026-03-24/source-dialogue-works-seyed-m-marandi-israel-hits-iran-energy-sites-iran-s-next-move-israel-s-2026-03-24.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Seyed M. Marandi,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-25/source-dialogue-works-lt-col-daniel-davis-iran-s-trap-is-already-set-and-the-u-s-is-2026-03-25.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,,davis,dw-solo,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-27/source-dialogue-works-chas-freeman-if-troops-enter-iran-israel-s-entire-strategy-falls-a-2026-03-27.md,FnMwyOTXhAU,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Chas Freeman,freeman,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-27/source-dialogue-works-larry-johnson-col-wilkerson-us-iran-ground-conflict-could-devastate-is-2026-03-27.md,nZEDlBdZTQ4,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Larry Johnson & Col. Wilkerson,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-28/source-dialogue-works-seyed-m-marandi-yemen-enters-the-war-us-israeli-strikes-on-energy-sites-2026-03-28.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Seyed M. Marandi,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-30/source-dialogue-works-col-jacques-baud-what-a-us-ground-invasion-of-iran-would-really-look-like-2026-03-30.md,-e4HBuhGbrE,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-30/source-dialogue-works-larry-c-johnson-full-escalation-yemen-joins-hezbollah-crushes-tanks-us-iran-on-brink-2026-03-30.md,EpnEi-bLyRQ,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Larry C. Johnson,johnson,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-31/source-dialogue-works-col-larry-wilkerson-israel-might-not-survive-this-end-everything-israel-iran-nuclear-scenario-2026-03-31.md,dQCTCUR9WHs,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Larry Wilkerson,johnson,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-03-31/source-dialogue-works-seyed-m-marandi-yemen-strikes-israel-they-hit-iran-s-water-power-now-ret-2026-03-31.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Seyed M. Marandi,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-04-02/source-dialogue-works-andrei-martyanov-it-s-over-the-u-s-just-lost-to-iran-here-s-why-2026-04-02.md,3EzbLrujYzY,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Andrei Martyanov,martyanov,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-04-02/source-dialogue-works-scott-ritter-will-iran-force-the-us-out-of-the-middle-east-2026-04-02.md,ALxr05y5YaE,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Scott Ritter,ritter,dw-host,keep,source-dialogue-works,False,spelling:display-name
source-archive/statecraft/2026-04-03/source-dialogue-works-amb-chas-freeman-trump-pushes-escalation-israel-s-strategy-collapses-ove-2026-04-03.md,,dialogue-works,https://www.youtube.com/@dialogueworks01/videos,Nima Alkhorshid,Chas Freeman,alkhorshid,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-04-03/source-dialogue-works-prof-ted-postol-iran-already-achieved-nuclear-deterrence-against-isra-2026-04-03.md,ab1cfVNWF48,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Prof. Ted Postol,postol,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-04-06/source-dialogue-works-col-jacques-baud-iran-hammers-israel-and-gcc-countries-after-us-israel-attacks-2026-04-06.md,ClZ0Bt_wJTU,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Col. Jacques Baud,baud,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
source-archive/statecraft/2026-04-06/source-dialogue-works-larry-c-johnson-irans-dead-defense-wipes-out-us-jets-and-black-hawks-2026-04-06.md,l2QJXZnf1A8,dialogue-works,https://www.youtube.com/@dialogueworks01,Nima Alkhorshid,Larry C. Johnson,johnson,dw-host,keep,source-dialogue-works,False,opening:nima-host; spelling:display-name
